source node,target node,similarity score,desc1,desc2
CS 111-01 - Intro to Computer Science,STAT 230-00 - Applied Regression Analysis,0.9775038,"This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.","A second course in statistics covering simple linear regression, multiple regression and ANOVA, and logistic regression. Exploratory graphical methods, model building and model checking techniques will be emphasized with extensive use of statistical software R to analyze real-life data."
CS 111-01 - Intro to Computer Science,MATH 134-00 - Linear Algebra with Applications,0.9698194,"This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.","Linear algebra centers on the geometry, algebra, and applications of linear equations.  It is pivotal to many areas of mathematics, natural sciences, computer science, and engineering. To study linear equations, we will develop concepts including matrix algebra, linear independence, determinants, eigenvectors, and orthogonality.  Students will use these tools to model real world problems and solve these problems using computational software."
CS 111-01 - Intro to Computer Science,LING 319-00 - Sociolinguistic Field Methods,0.96393675,"This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.","Participants in this course learn how to design and conduct sociolinguistic research, with a focus on the varieties of English spoken in Minnesota. After an introduction to the quantitative sociolinguistic methods used to obtain large data sets of naturalistic speech (publicly available data, online questionnaires, individual and group interviews, and ethnography), participants design studies investigating the status of a phonetic or phonological linguistic variable typically attributed to regional Englishes. The course culminates in a pilot study assessing the status of these variables in the speech of Minnesotans."
CS 111-01 - Intro to Computer Science,STAT 120-01 - Introduction to Statistics,0.9609524,"This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.","Introduction to statistics and data analysis. Practical aspects of statistics will be emphasized, including extensive use of programming in the statistical software R, interpretation and communication of results. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, the normal distribution, randomization approach to inference, sampling distributions, estimation, and hypothesis testing. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 240/Statistics 250 Probability/Statistical Inference sequence."
CS 111-01 - Intro to Computer Science,CS 348-00 - Parallel & Distribut Computing,0.954028,"This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.","As multi-core machines become more prevalent, different programming paradigms have emerged for harnessing extra processors for better performance. This course explores parallel computation for both shared memory and distributed parallel programming paradigms. In particular, we will explore how these paradigms affect the code we write, the libraries we use, and the advantages and disadvantages of each. Topics will include synchronization primitives across these models for parallel execution, debugging concurrent programs, fork/join parallelism, example parallel algorithms, computational complexity and performance considerations, computer architecture as it relates to parallel computation, and related theory topics."
CS 111-01 - Intro to Computer Science,PHYS 234-00 - Cmptr Simulatn/Complex Phys Sy,0.94485164,"This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.","The development of techniques to study complex physical systems from a probabilistic and numerical standpoint, focused on cellular automata models. Subject material is applicable to all the sciences and mathematics. Some topics considered are random walks, percolation clusters, avalanches, traffic flow, the spread of forest fires and diseases, and a brief introduction to Bayesian statistics. No computer programming skills are assumed."
CS 111-01 - Intro to Computer Science,PSYC 200-00 - Measurement and Data Analysis in Psychology,0.942328,"This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.","The course considers the role of measurement and data analysis focused on behavioral sciences. Various forms of measurement and standards for the evaluation of measures are explored. Students learn how to summarize, organize, and evaluate data using a variety of techniques that are applicable to research in psychology and other disciplines. Among the analyses discussed and applied are tests of means, various forms of analysis of variance, correlation and regression, planned and post-hoc comparisons, as well as various non-parametric tests. Research design is also explored."
CS 201-01 - Data Structures,PHIL 119-00 - Meaning of Life,0.9350396,"Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that ""there has to be a better/smarter way to do this problem""? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.","Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics."
CS 201-01 - Data Structures,CS 311-00 - Computer Graphics,0.9335657,"Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that ""there has to be a better/smarter way to do this problem""? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.","Scientific simulations, movies, and video games often incorporate computer-generated images of fictitious worlds. How are these worlds represented inside a computer? How are they “photographed” to produce the images that we see? What performance constraints and design trade-offs come into play? In this course we learn the basic theory and methodology of three-dimensional computer graphics, including both triangle rasterization and ray tracing. Familiarity with vectors and matrices is recommended but not required."
CS 201-01 - Data Structures,ECON 274-00 - Labor Economics,0.9194358,"Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that ""there has to be a better/smarter way to do this problem""? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.","Why do some people choose to work and others do not? Why are some people paid higher wages than others? What are the economic benefits of education for the individual and for society? How do government policies, such as subsidized child care, the Earned Income Tax Credit and the income tax influence whether people work and the number of hours they choose to work? These are some of the questions examined in labor economics. This course will focus on the labor supply and human capital decisions of individuals and households."
CS 201-01 - Data Structures,PHIL 124-00 - Friendship,0.90805256,"Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that ""there has to be a better/smarter way to do this problem""? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.","What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now."
CS 201-01 - Data Structures,"RELG 213-00 - Religion, Medicine, & Healing",0.9062954,"Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that ""there has to be a better/smarter way to do this problem""? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.","How do religion and medicine approach the healing of disease and distress? Are religion and medicine complementary or do they conflict? Is medicine a more evolved form of religion, shorn of superstition and pseudoscience? This course explores religious and cultural models of health and techniques for achieving it, from ancient Greece to Christian monasteries to modern mindfulness and self-care programs. We will consider ethical quandaries about death, bodily suffering, mental illness, miraculous cures, and individual agency, all the while seeking to avoid simplistic narratives of rationality and irrationality."
CS 201-01 - Data Structures,BIOL 378-00 - Seminar: Orig & Early Evol Life,0.90262,"Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that ""there has to be a better/smarter way to do this problem""? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.","The Earth formed four and a half billion years ago. Evidence suggests that within 700 million years, life had gained a foothold on this planet. We will delve into the primary literature to explore fundamental questions about the origin and evolution of life: How did life arise from non-life on the dynamic young Earth? Where on Earth did life begin? Did life only arise once? What did the first living organisms look like? What was the nature of our last universal common ancestor? How did life alter the planet on which it arose? Could life originate elsewhere in the cosmos?"
CS 202-00 - Math of Computer Science,CS 254-00 - Computability and Complexity,0.9346729,"This course introduces some of the formal tools of computer science, using a variety of applications as a vehicle. You'll learn how to encode data so that when you scratch the back of a DVD, it still plays just fine; how to distribute ""shares"" of your floor's PIN so that any five of you can withdraw money from the floor bank account (but no four of you can); how to play chess; and more. Topics that we'll explore along the way include: logic and proofs, number theory, elementary complexity theory and recurrence relations, basic probability, counting techniques, and graphs.","An introduction to the theory of computation. What problems can and cannot be solved efficiently by computers? What problems cannot be solved by computers, period? Topics include formal models of computation, including finite-state automata, pushdown automata, and Turing machines; formal languages, including regular expressions and context-free grammars; computability and uncomputability; and computational complexity, particularly NP-completeness."
CS 202-00 - Math of Computer Science,MATH 271-00 - Optimization,0.8603407,"This course introduces some of the formal tools of computer science, using a variety of applications as a vehicle. You'll learn how to encode data so that when you scratch the back of a DVD, it still plays just fine; how to distribute ""shares"" of your floor's PIN so that any five of you can withdraw money from the floor bank account (but no four of you can); how to play chess; and more. Topics that we'll explore along the way include: logic and proofs, number theory, elementary complexity theory and recurrence relations, basic probability, counting techniques, and graphs.","Optimization is all about selecting the ""best"" thing. Finding the most likely strategy to win a game, the route that gets you there the fastest, or the curve that most closely fits given data are all examples of optimization problems. In this course we study linear optimization (also known as linear programming), the simplex method, and duality from both a theoretical and a computational perspective. Applications will be selected from statistics, economics, computer science, and more. Additional topics in nonlinear and convex optimization will be covered as time permits."
CS 202-00 - Math of Computer Science,CS 348-00 - Parallel & Distribut Computing,0.856564,"This course introduces some of the formal tools of computer science, using a variety of applications as a vehicle. You'll learn how to encode data so that when you scratch the back of a DVD, it still plays just fine; how to distribute ""shares"" of your floor's PIN so that any five of you can withdraw money from the floor bank account (but no four of you can); how to play chess; and more. Topics that we'll explore along the way include: logic and proofs, number theory, elementary complexity theory and recurrence relations, basic probability, counting techniques, and graphs.","As multi-core machines become more prevalent, different programming paradigms have emerged for harnessing extra processors for better performance. This course explores parallel computation for both shared memory and distributed parallel programming paradigms. In particular, we will explore how these paradigms affect the code we write, the libraries we use, and the advantages and disadvantages of each. Topics will include synchronization primitives across these models for parallel execution, debugging concurrent programs, fork/join parallelism, example parallel algorithms, computational complexity and performance considerations, computer architecture as it relates to parallel computation, and related theory topics."
CS 202-00 - Math of Computer Science,MATH 232-01 - Linear Algebra,0.85208976,"This course introduces some of the formal tools of computer science, using a variety of applications as a vehicle. You'll learn how to encode data so that when you scratch the back of a DVD, it still plays just fine; how to distribute ""shares"" of your floor's PIN so that any five of you can withdraw money from the floor bank account (but no four of you can); how to play chess; and more. Topics that we'll explore along the way include: logic and proofs, number theory, elementary complexity theory and recurrence relations, basic probability, counting techniques, and graphs.","Linear algebra centers on the study of highly structured functions called linear transformations. Given the abundance of nonlinear functions in mathematics, it may come as a surprise that restricting to linear ones opens the door to a rich and powerful theory that finds applications throughout mathematics, statistics, computer science, and the natural and social sciences. Linear transformations are everywhere, once we know what to look for. They appear in calculus as the functions that are used to define lines and planes in Euclidean space. In fact, differentiation is also a linear transformation that takes one function to another. The course focuses on developing geometric intuition as well as computational matrix methods. Topics include kernel and image of a linear transformation, vector spaces, determinants, eigenvectors and eigenvalues."
CS 202-00 - Math of Computer Science,PHYS 352-00 - Advanced Elect & Magnetism,0.8497321,"This course introduces some of the formal tools of computer science, using a variety of applications as a vehicle. You'll learn how to encode data so that when you scratch the back of a DVD, it still plays just fine; how to distribute ""shares"" of your floor's PIN so that any five of you can withdraw money from the floor bank account (but no four of you can); how to play chess; and more. Topics that we'll explore along the way include: logic and proofs, number theory, elementary complexity theory and recurrence relations, basic probability, counting techniques, and graphs.","The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341."
CS 202-00 - Math of Computer Science,PSYC 110-01 - Principles of Psychology,0.84881896,"This course introduces some of the formal tools of computer science, using a variety of applications as a vehicle. You'll learn how to encode data so that when you scratch the back of a DVD, it still plays just fine; how to distribute ""shares"" of your floor's PIN so that any five of you can withdraw money from the floor bank account (but no four of you can); how to play chess; and more. Topics that we'll explore along the way include: logic and proofs, number theory, elementary complexity theory and recurrence relations, basic probability, counting techniques, and graphs.","This course surveys major topics in psychology. We consider the approaches different psychologists take to describe and explain behavior. We will consider a broad range of topics, including how animals learn and remember contexts and behaviors, how personality develops and influences functioning, how the nervous system is structured and how it supports mental events, how knowledge of the nervous system may inform an understanding of conditions such as schizophrenia, how people acquire, remember and process information, how psychopathology is diagnosed, explained, and treated, how infants and children develop, and how people behave in groups and think about their social environment."
CS 202-00 - Math of Computer Science,ECON 265-00 - Game Theory & Econ Application,0.8423436,"This course introduces some of the formal tools of computer science, using a variety of applications as a vehicle. You'll learn how to encode data so that when you scratch the back of a DVD, it still plays just fine; how to distribute ""shares"" of your floor's PIN so that any five of you can withdraw money from the floor bank account (but no four of you can); how to play chess; and more. Topics that we'll explore along the way include: logic and proofs, number theory, elementary complexity theory and recurrence relations, basic probability, counting techniques, and graphs.","Game theory is the study of purposeful behavior in strategic situations. It serves as a framework for analysis that can be applied to everyday decisions, such as working with a study group and cleaning your room, as well as to a variety of economic issues, including contract negotiations and firms' output decisions. In this class, modern game theoretic tools will be primarily applied to economic situations, but we will also draw on examples from other realms."
CS 208-01 - Intro to Computer Systems,MUSC 313-00 - Video Game Music,0.9778337,"Are you curious what's really going on when a computer runs your code? In this course we will demystify the machine and the tools that we use to program it. Our broad survey of how computer systems execute programs, store information, and communicate will focus on the hardware/software interface, including data representation, instruction set architecture, the C programming language, memory management, and the operating system process model.","Over the decades, video game music has evolved from simple beeps and boops into a genre that has garnered millions of fans worldwide. This course traces the history of video game music aesthetics and technology. We will consider how it relates to a variety of musical traditions and engages with broader social issues. We will learn to listen for loops, styles, structures, and function in games via direct engagement with primary sources: the games themselves. The course culminates in the practical application of knowledge via a creative project."
CS 208-01 - Intro to Computer Systems,CS 257-01 - Software Design,0.9719403,"Are you curious what's really going on when a computer runs your code? In this course we will demystify the machine and the tools that we use to program it. Our broad survey of how computer systems execute programs, store information, and communicate will focus on the hardware/software interface, including data representation, instruction set architecture, the C programming language, memory management, and the operating system process model.","It's easy to write a mediocre computer program, and lots of people do it. Good programs are quite a bit harder to write, and are correspondingly less common. In this course, we will study techniques, tools, and habits that will improve your chances of writing good software. While working on several medium-sized programming projects, we will investigate code construction techniques, debugging and profiling tools, testing methodologies, UML, principles of object-oriented design, design patterns, and user interface design."
CS 208-01 - Intro to Computer Systems,SOAN 110-00 - Introduction to Anthropology,0.97151923,"Are you curious what's really going on when a computer runs your code? In this course we will demystify the machine and the tools that we use to program it. Our broad survey of how computer systems execute programs, store information, and communicate will focus on the hardware/software interface, including data representation, instruction set architecture, the C programming language, memory management, and the operating system process model.","Anthropology is the study of all human beings in all their diversity, an exploration of what it means to be human throughout the globe. This course helps us to see ourselves, and others, from a new perspective. By examining specific analytic concepts—such as culture—and research methods—such as participant observation—we learn how anthropologists seek to understand, document, and explain the stunning variety of human cultures and ways of organizing society. This course encourages you to consider how looking behind cultural assumptions helps anthropologists solve real world dilemmas."
CS 208-01 - Intro to Computer Systems,LING 135-00 - Intro to Sociolinguistics,0.9697382,"Are you curious what's really going on when a computer runs your code? In this course we will demystify the machine and the tools that we use to program it. Our broad survey of how computer systems execute programs, store information, and communicate will focus on the hardware/software interface, including data representation, instruction set architecture, the C programming language, memory management, and the operating system process model.","There is a complex relationship between language and society. This course examines how language variation is tied to identity and the role of language in human social interaction. We will consider language as it relates to social status, age, gender, ethnicity, and location as well as theoretical models used to study variation. We will also examine how language is used in conversation, in the media, and beyond using ethnography of communication and discourse analysis. You will become more aware of how language is used in your own daily life and will be able to argue sociolinguistic perspectives on language attitudes."
CS 208-01 - Intro to Computer Systems,CS 320-00 - Machine Learning,0.9695429,"Are you curious what's really going on when a computer runs your code? In this course we will demystify the machine and the tools that we use to program it. Our broad survey of how computer systems execute programs, store information, and communicate will focus on the hardware/software interface, including data representation, instruction set architecture, the C programming language, memory management, and the operating system process model.","What does it mean for a machine to learn? Much of modern machine learning focuses on identifying patterns in large datasets and using these patterns to make predictions about the future. Machine learning has impacted a diverse array of applications and fields, from scientific discovery to healthcare to education. In this artificial intelligence-related course, we'll both explore a variety of machine learning algorithms in different application areas, taking both theoretical and practical perspectives, and discuss impacts and ethical implications of machine learning more broadly. Topics may vary, but typically focus on regression and classification algorithms, including neural networks."
CS 208-01 - Intro to Computer Systems,CS 311-00 - Computer Graphics,0.9638198,"Are you curious what's really going on when a computer runs your code? In this course we will demystify the machine and the tools that we use to program it. Our broad survey of how computer systems execute programs, store information, and communicate will focus on the hardware/software interface, including data representation, instruction set architecture, the C programming language, memory management, and the operating system process model.","Scientific simulations, movies, and video games often incorporate computer-generated images of fictitious worlds. How are these worlds represented inside a computer? How are they “photographed” to produce the images that we see? What performance constraints and design trade-offs come into play? In this course we learn the basic theory and methodology of three-dimensional computer graphics, including both triangle rasterization and ray tracing. Familiarity with vectors and matrices is recommended but not required."
CS 251-00 - Programming Languages: Design and Implementation,CGSC 330-00 - Embodied Cognition,0.91090316,"What makes a programming language like ""Python"" or like ""Java""? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","This seminar will consider recent work in philosophy, cognitive science and linguistics critical of views of human cognition as ""disembodied"" and Cartesian. Philosophical sources of the early critiques of symbolic AI and ""cartesianism"" will be considered (Merleau-Ponty, Dewey), as will the enactive (Cuffari, Di Paolo, and De Jaegher) and ecological (Chemero, Cowley, Steffensen) critiques of language, and current work on embodied cognition by Eleanor Rosch, Hubert Dreyfus, John Haugeland, Andy Clark and Evan Thompson. The seminar will include materials relevant to students in philosophy, linguistics, psychology and cognitive science."
CS 251-00 - Programming Languages: Design and Implementation,CHEM 351-00 - Inorganic Chemistry,0.8947828,"What makes a programming language like ""Python"" or like ""Java""? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","Symmetry, molecular orbital theory and ligand field theory will provide a framework to explore the bonding, magnetism and spectroscopic properties of coordination complexes. Topics in reactivity (hard and soft acids and bases), bioinorganic chemistry, reaction mechanisms, and organometallic chemistry, will also be introduced."
CS 251-00 - Programming Languages: Design and Implementation,MATH 271-00 - Optimization,0.88837147,"What makes a programming language like ""Python"" or like ""Java""? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","Optimization is all about selecting the ""best"" thing. Finding the most likely strategy to win a game, the route that gets you there the fastest, or the curve that most closely fits given data are all examples of optimization problems. In this course we study linear optimization (also known as linear programming), the simplex method, and duality from both a theoretical and a computational perspective. Applications will be selected from statistics, economics, computer science, and more. Additional topics in nonlinear and convex optimization will be covered as time permits."
CS 251-00 - Programming Languages: Design and Implementation,STAT 250-00 - Intro to Statistical Inference,0.8787446,"What makes a programming language like ""Python"" or like ""Java""? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","Introduction to modern mathematical statistics. The mathematics underlying fundamental statistical concepts will be covered as well as applications of these ideas to real-life data. Topics include: resampling methods (permutation tests, bootstrap intervals), classical methods (parametric hypothesis tests and confidence intervals), parameter estimation, goodness-of-fit tests, regression, and Bayesian methods. The statistical package R will be used to analyze data sets."
CS 251-00 - Programming Languages: Design and Implementation,CS 111-01 - Intro to Computer Science,0.8612436,"What makes a programming language like ""Python"" or like ""Java""? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary."
CS 251-00 - Programming Languages: Design and Implementation,STAT 320-00 - Time Series Analysis,0.86123043,"What makes a programming language like ""Python"" or like ""Java""? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","Models and methods for characterizing dependence in data that are ordered in time. Emphasis on univariate, quantitative data observed over evenly spaced intervals. Topics include perspectives from both the time domain (e.g., autoregressive and moving average models, and their extensions) and the frequency domain (e.g., periodogram smoothing and parametric models for the spectral density). Exposure to matrix algebra may be helpful but is not required."
CS 251-00 - Programming Languages: Design and Implementation,ENGL 202-00 - The Bible as Literature,0.8533027,"What makes a programming language like ""Python"" or like ""Java""? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","We will approach the Bible not as an archaeological relic, nor as the Word of God, but ""as a work of great literary force and authority [that has] shaped the minds and lives of intelligent men and women for two millennia and more."" As one place to investigate such shaping, we will sample how the Bible (especially in the ""Authorized"" or King James version) has drawn British and American poets and prose writers to borrow and deploy its language and respond creatively to its narratives, images, and visions."
CS 252-00 - Algorithms,STAT 250-00 - Intro to Statistical Inference,0.92521244,"A course on techniques used in the design and analysis of efficient algorithms. We will cover several major algorithmic design paradigms (greedy algorithms, dynamic programming, divide and conquer, and network flow). Along the way, we will explore the application of these techniques to a variety of domains (natural language processing, economics, computational biology, and data mining, for example). As time permits, we will include supplementary topics like randomized algorithms, advanced data structures, and amortized analysis.","Introduction to modern mathematical statistics. The mathematics underlying fundamental statistical concepts will be covered as well as applications of these ideas to real-life data. Topics include: resampling methods (permutation tests, bootstrap intervals), classical methods (parametric hypothesis tests and confidence intervals), parameter estimation, goodness-of-fit tests, regression, and Bayesian methods. The statistical package R will be used to analyze data sets."
CS 252-00 - Algorithms,MATH 236-01 - Mathematical Structures,0.91008365,"A course on techniques used in the design and analysis of efficient algorithms. We will cover several major algorithmic design paradigms (greedy algorithms, dynamic programming, divide and conquer, and network flow). Along the way, we will explore the application of these techniques to a variety of domains (natural language processing, economics, computational biology, and data mining, for example). As time permits, we will include supplementary topics like randomized algorithms, advanced data structures, and amortized analysis.","Basic concepts and techniques used throughout mathematics. Topics include logic, mathematical induction and other methods of proof, problem solving, sets, cardinality, equivalence relations, functions and relations, and the axiom of choice. Other topics may include: algebraic structures, graph theory, and basic combinatorics."
CS 252-00 - Algorithms,CGSC 330-00 - Embodied Cognition,0.88532186,"A course on techniques used in the design and analysis of efficient algorithms. We will cover several major algorithmic design paradigms (greedy algorithms, dynamic programming, divide and conquer, and network flow). Along the way, we will explore the application of these techniques to a variety of domains (natural language processing, economics, computational biology, and data mining, for example). As time permits, we will include supplementary topics like randomized algorithms, advanced data structures, and amortized analysis.","This seminar will consider recent work in philosophy, cognitive science and linguistics critical of views of human cognition as ""disembodied"" and Cartesian. Philosophical sources of the early critiques of symbolic AI and ""cartesianism"" will be considered (Merleau-Ponty, Dewey), as will the enactive (Cuffari, Di Paolo, and De Jaegher) and ecological (Chemero, Cowley, Steffensen) critiques of language, and current work on embodied cognition by Eleanor Rosch, Hubert Dreyfus, John Haugeland, Andy Clark and Evan Thompson. The seminar will include materials relevant to students in philosophy, linguistics, psychology and cognitive science."
CS 252-00 - Algorithms,STAT 220-00 - Introduction to Data Science,0.8839476,"A course on techniques used in the design and analysis of efficient algorithms. We will cover several major algorithmic design paradigms (greedy algorithms, dynamic programming, divide and conquer, and network flow). Along the way, we will explore the application of these techniques to a variety of domains (natural language processing, economics, computational biology, and data mining, for example). As time permits, we will include supplementary topics like randomized algorithms, advanced data structures, and amortized analysis.","This course will cover the computational side of data analysis, including data acquisition, management, and visualization tools. Topics may include: data scraping, data wrangling, data visualization using packages such as ggplots, interactive graphics using tools such as Shiny, an introduction to classification methods, and understanding and visualizing spatial data. We will use the statistics software R in this course."
CS 252-00 - Algorithms,ASLN 111-00 - Writing Systems,0.8726826,"A course on techniques used in the design and analysis of efficient algorithms. We will cover several major algorithmic design paradigms (greedy algorithms, dynamic programming, divide and conquer, and network flow). Along the way, we will explore the application of these techniques to a variety of domains (natural language processing, economics, computational biology, and data mining, for example). As time permits, we will include supplementary topics like randomized algorithms, advanced data structures, and amortized analysis.","The structure and function of writing systems, with emphasis on a comparison of East Asian writing systems (Chinese, Japanese, Korean) to Western alphabetic systems. Topics covered include classification of writing systems, historical development, diffusion and borrowing of writing systems, and comparison with non-writing symbol systems."
CS 252-00 - Algorithms,FREN 103-01 - Intermediate French,0.872576,"A course on techniques used in the design and analysis of efficient algorithms. We will cover several major algorithmic design paradigms (greedy algorithms, dynamic programming, divide and conquer, and network flow). Along the way, we will explore the application of these techniques to a variety of domains (natural language processing, economics, computational biology, and data mining, for example). As time permits, we will include supplementary topics like randomized algorithms, advanced data structures, and amortized analysis.","This course continues the study of complex sentence structures and reviews basic patterns in greater depth, partly through the discussion of authentic short stories and cultural topics. Throughout the course, students practice all four skills (reading, writing, listening, and speaking). Taught five days a week in French."
CS 252-00 - Algorithms,POSC 252-00 - Theoretical Foundations of the American Regime,0.86967456,"A course on techniques used in the design and analysis of efficient algorithms. We will cover several major algorithmic design paradigms (greedy algorithms, dynamic programming, divide and conquer, and network flow). Along the way, we will explore the application of these techniques to a variety of domains (natural language processing, economics, computational biology, and data mining, for example). As time permits, we will include supplementary topics like randomized algorithms, advanced data structures, and amortized analysis.","In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville)."
